id,slug,naziv,naziv_prikaz,kratki_naziv,registar,id_u_registru,registarski_broj,oib,status,datum_statusa,datum_upisa,datum_osnivanja,pravni_oblik,kategorija,pouzdanost,bodovi,signali,sjediste,ulica,kucni_broj,mjesto,naselje,opcina_grad,zupanija,postanski_broj,strano_sjediste,lat,lng,izvor_koordinata,biskupija,izvor_biskupije,email,web,telefon,telefon_e164,iban,predsjednik,uloga_predsjednika,ciljevi,ciljane_skupine,djelatnosti,rno_url,izvori
960,magdalena-udruga-za-socijalnu-skrb-tompojevci-8466,"MAGDALENA, UDRUGA ZA SOCIJALNU SKRB","Magdalena, Udruga za Socijalnu Skrb",MAGDALENA,registar-udruga,240170,16002412,99590958466,BRISAN,2025-08-07,2021-03-25,2021-03-01,UDRUGA,karitativna,niska,2.5,"[""opis:red"", ""djelatnost:3.2.2."", ""djelatnost:3.2.1.""]","Bana Jelačića 34, Tompojevci",Bana Jelačića,34,Tompojevci,Tompojevci,Tompojevci,Vukovarsko-srijemska,32238,,45.23292894,19.0962468,dgu-adresa,Đakovačko-osječka Nadbiskupija,derivirano-crkve.domovina.ai,jakusivanaa@gmail.com,,097-6030-333,+385976030333,,Amalija Lovrić,Predsjednica,"promicanje, razvitka i unapređenja socijalne i zdravstvene zaštite, odgoja i obrazovanja, istraživanja i rehabilitacije te rad sa starim i nemoćnim osobama.","BRANITELJI - VETERANI, CIVILNI INVALIDI RATA, CIVILNI STRADALNICI, GRAĐANI – OPĆA POPULACIJA, INVALIDI DOMOVINSKOG RATA, INVALIDI RADA, MLADI - OPĆA POPULACIJA, OSOBE S INVALIDITETOM, OSOBE STARIJE ŽIVOTNE DOBI, OSOBE U RIZIKU OD SIROMAŠTVA I SIROMAŠNE OSOBE, OVISNICI I LIJEČENI OVISNICI, RATNI STRADALNICI, STANOVNICI POSLIJERATNIH ZAJEDNICA, UMIROVLJENICI","[""3.2.2. Poticanje osobnog razvoja"", ""1.2.2. Zaštita interesa civilnih stradalnika i njihovih obitelji"", ""11.1.2. Pomoć i podrška osobama s invaliditetom"", ""7.3. Pravo na pristup informacijama"", ""11.1.10. Pomoć i podrška žrtvama obiteljskog nasilja"", ""11.1.3. Pomoć i podrška djeci"", ""11.2.10. Prevencija ovisnosti"", ""11.2.3. Psihosocijalna podrška"", ""11.1.1. Pomoć i podrška starijim osobama"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""12.7. Organiziranje i provođenje adaptiranog i zdravstveno usmjerenog tjelesnog vježbanja"", ""11.1.4. Pomoć i podrška mladima"", ""11.2.4. Rana intervencija"", ""11.2.14. Pomoć i podrška u vlastitom domu i zajednici"", ""11.1.6. Pomoć i podrška nezaposlenima"", ""11.2.2. Pomoć u kući"", ""11.2.16. Osobna asistencija"", ""11.1.9. Pomoć i podrška beskućnicima"", ""11.1.7. Pomoć i podrška obitelji"", ""11.2.1. Savjetovanje i pomaganje"", ""11.2.6. Boravak"", ""11.2.13. Organiziranje slobodnih aktivnosti"", ""11.1.5. Pomoć i podrška osobama u riziku od siromaštva i socijalne isključenosti"", ""11.1.8. Pomoć i podrška azilantima"", ""8.3. Međunarodna prijateljstva"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""11.2.9. Prevencija nasilja"", ""11.3.3. Poboljšanje kvalitete života i zdravlja socijalno isključenih"", ""11.3.4. Pomoć u podmirivanju osnovnih životnih potreba""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=58577,"[""datagovhr:registar-udruga""]"
1116,mali-put-institut-za-cjelovit-razvoj-osobe-odnosa-i-zajednice-rakitje-9663,"MALI PUT - Institut za cjelovit razvoj osobe, odnosa i zajednice","MALI PUT - Institut za cjelovit razvoj osobe, odnosa i zajednice",MALI PUT,registar-udruga,270969,01003993,29883299663,AKTIVAN,,2026-05-05,2026-04-13,UDRUGA,molitvena,niska,2.5,"[""opis:krscanski"", ""opis:crkva"", ""opis:duhovnost""]","Novačka cesta 55, Rakitje",Novačka cesta,55,Rakitje,Rakitje,Sveta Nedelja,Zagrebačka,10437,,45.79226819,15.81291808,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,info@maliput.hr,,091-242-0008,+385912420008,,Helena Prlić,Voditeljica Udruge,"-	promicanje cjelovitoga razvoja osobe, odnosa i zajednice te zaštite ljudskih prava, jednakosti, nediskriminacije i uključivosti, utemeljenih na dostojanstvu svake ljudske osobe i općemu dobru,
-	promicanje cjelovitoga razvoja djece, mladih i odraslih kroz integraciju osobne, relacijske, obiteljske, društvene, profesionalne i duhovne dimenzije života te razvoj osobnih, kognitivnih, socijalno-emocionalnih, relacijskih, građanskih, digitalnih i voditeljskih kompetencija, uključujući razvoj relacijske pismenosti i samoregulacije,
-	promicanje mentalne dobrobiti, osobne integracije, emocionalne stabilnosti, otpornosti i nutarnjeg sazrijevanja te zaštita i unapređenje mentalnoga zdravlja,
-	doprinos prevenciji rizičnih ponašanja, nasilja, diskriminacije, društvene stigmatizacije i socijalne isključenosti te jačanje zaštitnih čimbenika i pružanje podrške djeci, mladima, obiteljima, ženama i drugim ranjivim i socijalno osjetljivim skupinama, uključujući osobe pogođene krizama, traumama i drugim oblicima ranjivosti,
-	osnaživanje obitelji kao temeljne zajednice života te promicanje braka, roditeljstva, odgovornoga obiteljskog života, partnerske odgovornosti i međugeneracijske solidarnosti,
-	razvoj uključivih, odgovornih, solidarnih i održivih zajednica te promicanje socijalne uključenosti, jednakih mogućnosti, društvene odgovornosti, volontiranja i općega dobra, uz doprinos humanitarnom i općekorisnom djelovanju,
-	promicanje pedagogije suosjećanja, empatije, nenasilne komunikacije, kulture dijaloga i susreta te etičkoga i odgovornoga djelovanja, kao i vodstva služenjem u osobnom, profesionalnom i društvenom životu,
-	okupljanje i povezivanje stručnjaka iz pomažućih, odgojno-obrazovnih, znanstvenih i duhovno-formacijskih područja te razvoj interdisciplinarnoga i integrativnog pristupa, uključujući razvoj, preuzimanje, prilagodbu i provedbu metodologija koje povezuju psihološke, teološke, odgojno-obrazovne i druge srodne dimenzije,
-	jačanje kapaciteta pojedinaca, stručnjaka, voditelja, volontera, organizacija civilnoga društva, javnih ustanova i tijela javne uprave,
-	provođenje istraživanja, analiza i evaluacija potreba i programa radi unapređenja kvalitete djelovanja i razvoja učinkovitih odgovora na društvene potrebe,
-	poticanje stvaralaštva, razvoja radnih navika, zapošljivosti, društvene integracije i aktivnoga građanstva, osobito kod djece, mladih i osoba iz ranjivih skupina, te promicanje socijalnoga poduzetništva i razvoja civilnoga društva,
-	razvoj i promicanje volonterstva, društvene solidarnosti, međusobne suradnje i umrežavanja,
-	promicanje društvene svijesti o pravima, dostojanstvu, potrebama i potencijalima ciljnih skupina te sudjelovanje u javnom zagovaranju i oblikovanju javnih politika,
-	razvoj međunarodne suradnje, razmjene znanja, iskustava i dobrih praksi te povezivanje s hrvatskim zajednicama u inozemstvu i Hrvatima izvan Republike Hrvatske,
-	promicanje odgovorne uporabe digitalne kulture, medija i tehnologije te razvoj digitalnih kompetencija, medijske kulture i izdavačke djelatnosti, uključujući promicanje stručnih i znanstvenih publikacija i integrativnih pristupa,
-	promicanje edukativnih, stručnih, kulturnih i javnih programa i aktivnosti radi ostvarivanja ciljeva Udruge i informiranja javnosti,
-	promicanje duhovnoga rasta, razlučivanja i integracije vjere i života te razvoj formacijskih, duhovnih i odgojno-obrazovnih pristupa,
-	doprinos osobnoj, duhovnoj, društvenoj i profesionalnoj formaciji osobe te jačanje osobne i obiteljske otpornosti u suočavanju sa životnim izazovima, promjenama i krizama.","DJECA - OPĆA POPULACIJA, GRAĐANI – OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA, OBITELJI, VOLONTERI, ŽENE","[""11.1.4. Pomoć i podrška mladima"", ""11.1.3. Pomoć i podrška djeci"", ""11.2.11. Stručna pomoć i podrška"", ""9.1.7. Poticanje kreativnosti i stvaralaštva u odgoju i obrazovanju"", ""7.5.5. Zaštita prava djece"", ""9.1.3. Izvaninstitucionalni odgoj i obrazovanje"", ""7.5.6. Zaštita prava mladih"", ""11.3.2. Psihosocijalna pomoć u kriznim situacijama"", ""2.12. Razvoj civilnoga društva"", ""8.3. Međunarodna prijateljstva"", ""9.1.1. Razvoj i promicanje odgoja i obrazovanja"", ""11.2.3. Psihosocijalna podrška"", ""9.2.11. Izdavanje znanstvenih i stručnih publikacija"", ""9.2.10. Organizacija domaćih i međunarodnih znanstvenih i znanstvenostručnih skupova, škola, kongresa i seminara"", ""11.1.5. Pomoć i podrška osobama u riziku od siromaštva i socijalne isključenosti"", ""7.5.4. Zaštita obitelji"", ""14.1.3. Prevencija i zaštita mentalnog zdravlja"", ""9.1.2. Cjeloživotno učenje i obrazovanje odraslih"", ""11.2.1. Savjetovanje i pomaganje"", ""8.1.5. Obrazovanje"", ""2.4.1. Promicanje i razvoj volonterstva""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=64395,"[""datagovhr:registar-udruga""]"
53,mir-solucija-za-covjecanstvo-zagreb-8163,MIR - SOLUCIJA ZA ČOVJEČANSTVO,Mir - Solucija za Čovječanstvo,,registar-udruga,56593,21009143,14328968163,AKTIVAN,,2012-03-13,2012-01-21,UDRUGA,strukovna,niska,2.5,"[""opis:vjernici"", ""opis:duhovnost"", ""djelatnost:14.duhovna""]","Božidara Magovca 107, Zagreb",Božidara Magovca,107,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,10010,,45.76960055,15.99951826,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,robertcukrov@yahoo.com,,01/6674-010,+38516674010,,Nedim Omerović,Predsjednik,,,"[""14.1.1. DUHOVNA VJERNIČKA DJELATNOST""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=40058,"[""datagovhr:registar-udruga""]"
88,mjesoviti-zbor-sv-barbare-panis-angelicus-zagreb-0307,"MJEŠOVITI  ZBOR SV. BARBARE ""PANIS ANGELICUS""","Mješoviti Zbor sv. Barbare ""Panis Angelicus""",,registar-udruga,2728,21000366,10068850307,AKTIVAN,,1996-06-12,1996-04-20,UDRUGA,glazba,niska,2.5,"[""naziv:svetac"", ""opis:zupa""]","Vrapčanska ulica 165, Zagreb",Vrapčanska ulica,165,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,10090,,45.82635604,15.90533042,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,uprava@panis-angelicus.hr,https://www.panis-angelicus.hr,091-495-9069,+385914959069,,Berislav Keber,Zamjenik Predsjednice,"Očuvanje, razvoj i popularizacija mješovitog, amaterskog zborskog pjevanja, razvoj i promicanje glazbene kulture posebice među župnom zajednicom te njegovanje glazbene kulturne baštine,doprinos kulturnom životu i sadržaju župe i grada Zagreba te ponuda zanimljivog i bogatog sadržaja za mlade;","GRAĐANI – OPĆA POPULACIJA, UDRUGE I GRAĐANSKE INICIJATIVE","[""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""8.4. Ostale djelatnosti iz područja međunarodne suradnje""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=9826,"[""datagovhr:registar-udruga""]"
764,moslavacka-udruga-zena-husain-3785,MOSLAVAČKA UDRUGA ŽENA,Moslavačka Udruga Žena,,registar-udruga,204991,03002067,50348893785,AKTIVAN,,2016-12-09,2016-10-19,UDRUGA,karitativna,niska,2.5,"[""opis:crkva"", ""opis:duhovnost"", ""djelatnost:3.2.1."", ""djelatnost:3.2.2.""]","STARO BRDO 4, Husain",STARO BRDO,4,Husain,Husain,Kutina,Sisačko-moslavačka,44326,,45.47635319,16.81123948,dgu-adresa,Sisačka Biskupija,derivirano-crkve.domovina.ai,,,,,,Snježana Podhraški,Predsjednica,"Zadovoljavanje potreba članica u socijalnom, kulturnom, estetskom, humanitarnom, zdravstvenom, sportskom, edukativnom, turističkom,gastronomskom pogledu kao i kreativnom izražavanju.","GRAĐANI – OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA","[""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam"", ""12.4.1. Grupni fitnes programi (aerobic, fitnes, pilates i dr.)"", ""7.3. Pravo na pristup informacijama"", ""12.4.3. Tjelesne aktivnosti i igre koje se organizirano izvode radi unapređenja zdravlja i rekreacije"", ""9.1.8. Odgoj i obrazovanje za zaštitu i promicanje povijesno-kulturne baštine i nacionalnoga identiteta"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""3.2.2. Poticanje osobnog razvoja""]",,"[""datagovhr:registar-udruga""]"
564,moto-klub-sveti-jure-makarska-8520,"MOTO-KLUB ""SVETI JURE""","Moto-klub ""Sveti Jure""","MK ""SV. JURE""",registar-udruga,33258,17001964,66381318520,AKTIVAN,,2003-07-07,2003-05-10,UDRUGA,sport,niska,2.5,"[""naziv:svetac"", ""opis:caritas""]","Licinijanov prolaz 2, Makarska",Licinijanov prolaz,2,Makarska,Makarska,Makarska,Splitsko-dalmatinska,21300,,43.2901528,17.02791147,dgu-adresa,Splitsko-makarska Nadbiskupija,derivirano-crkve.domovina.ai,mksvjure@mk-svjure.com,https://www.mk-svjure.hr,098 371 793,+38598371793,,Filip Zelić,Dopredsjednik Kluba,"Udruga je osnovana u cilju okupljanja mladeži, razvijanju sportskog duha i natjecanja, te gajenju humanitarnih i karitativnih djelatnosti te promidžbe; unapređenja; razvitka motorističkog sporta, vozačke kulture i moto turizma na Makarskoj rivijeri.",GRAĐANI – OPĆA POPULACIJA,"[""5.6. Ostale hobističke djelatnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=18828,"[""datagovhr:registar-udruga""]"
981,mentalni-i-duhovni-trening-do-win-split-4555,Mentalni i duhovni trening - Do win,Mentalni i duhovni trening - Do win,,registar-udruga,251471,17006469,64525184555,AKTIVAN,,2022-03-31,2022-03-10,UDRUGA,karitativna,niska,2.5,"[""naziv:duhovnost"", ""opis:duhovnost"", ""djelatnost:3.2.3."", ""djelatnost:3.2.1."", ""djelatnost:3.2.2.""]","Ulica svetog Liberana 25, Split",Ulica svetog Liberana,25,Split,Split,Split,Splitsko-dalmatinska,21000,,43.51785364,16.49045034,dgu-adresa,Splitsko-makarska Nadbiskupija,derivirano-crkve.domovina.ai,,,,,,Josip Ulić,Predsjednik Udruge,"Ciljevi Do Wina su:
- duhovno i mentalno zdravlje profesionalnog sportaša/rekreativnog sportaša i njihovih obitelji, koje se postiže liječenjem problema čovjekove duhovne i psihološke dimenzije 
- pružiti psihološku i duhovnu podršku sportašima i njihovim bližnjima
- otkrivanje smisla života na egzistencijalno- duhovnoj razini
- motivirati sportaše da iskoriste svoj potencijal - sportski i životni
- izgradnaj ispravne skale vrednota i uspješne komunikacije
- povećanje samopouzdanja, optimizma, samoefikasnosti i zadovoljstva 
- samoaktualiziranje sportaša 
- kontrola emocija, postizanje stanja fokusa, relaksacije
- učenje nošenja sa stresom i životnim stresorima
- discipliniranost
- podrška i savjetovanje u borbi s ovisnostima i podrška u prakticiranju zdravih životnih navika","OSTALI, SPORTAŠI, SPORTAŠI S INVALIDITETOM, SPORTSKI DJELATNICI","[""3.2.3. Ostale duhovne djelatnosti"", ""9.2.1. Društvene znanosti"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""9.3. Ostale djelatnosti iz područja obrazovanja, znanosti i istraživanja"", ""3.2.2. Poticanje osobnog razvoja""]",,"[""datagovhr:registar-udruga""]"
928,novi-krug-udruga-za-ocuvanje-i-razvoj-duhovnih-ucenja-disciplina-i-tehnika-zagreb-8173,"NOVI KRUG - UDRUGA ZA OČUVANJE I RAZVOJ DUHOVNIH UČENJA, DISCIPLINA I TEHNIKA","Novi Krug - Udruga za Očuvanje i Razvoj Duhovnih Učenja, Disciplina i Tehnika",NOVI KRUG,registar-udruga,239371,21014098,60392678173,AKTIVAN,,2021-03-04,2021-01-27,UDRUGA,karitativna,niska,2.5,"[""naziv:duhovnost"", ""opis:duhovnost"", ""djelatnost:3.3."", ""djelatnost:3.2.2."", ""djelatnost:3.2.1."", ""djelatnost:3.2.3.""]","Maruševečka ulica 9, Zagreb",Maruševečka ulica,9,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,10110,,45.80302285,15.95242856,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,paganski.krug@gmail.com,,098-870-558,+38598870558,,Irena Dumančić Baranja,Predsjednica,"Okupljanje pojedinaca i skupina u radu na očuvanju, promicanju i razvijanju tradicionalnih i novih duhovnih učenja, disciplina i tehnika, s posebnim naglaskom na tradicionalna duhovna učenja, discipline i tehnike koje težište stavljaju na duhovni razvoj pojedinca kroz nedogmatski pristup, te s naglaskom na nova duhovna učenja iz tzv. kulture „novog doba"", koje težište ne stavljaju na komercijalnost i novčanu dobit, već na duhovni razvoj pojedinca, a u svrhu jačanja svjesnosti o važnosti snage, slobode i razvoja duhovnog života pojedinca kao osnove za postizanje evolucije društva u širem smislu.",OSTALI,"[""3.3. Ostale djelatnosti iz područja duhovnosti"", ""3.2.2. Poticanje osobnog razvoja"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""3.2.3. Ostale duhovne djelatnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=58313,"[""datagovhr:registar-udruga""]"
1065,novo-srce-cor-novum-zagreb-5932,NOVO SRCE-COR NOVUM,Novo Srce-cor Novum,,registar-udruga,268258,21015096,84644045932,AKTIVAN,,2024-08-09,2024-06-07,UDRUGA,glazba,niska,2.5,"[""opis:krscanski"", ""opis:duhovnost"", ""djelatnost:3.2.2."", ""djelatnost:3.2.1.""]","Sveti Duh 27, Zagreb",Sveti Duh,27,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,10109,,45.81561462,15.94199984,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,mioc.caelum33@gmail.com,,099-237-9999,+385992379999,,Klaudija Mioč,Predsjednica,"Udruga je osnovana u cilju razvoja, promicanja i unapređenja kvalitete života i mentalnog zdravlja pojedinaca kroz socijalnu djelatnost (savjetovanja, pomaganja i psihosocijalna podrška te humanitarno djelovanje), promicanje ekumenizma, pomirenja, kulture dijaloga i učenja o drugima, promicanje obiteljskih vrijednosti, poticanje i razvijanje kulture i umjetnosti (osobito duhovne glazbe), zaštitu ljudskih prava, međunarodnu suradnju, duhovnost i zaštitu zdravlja koja je usmjerena na preventivno djelovanje i unapređenje zdravlja pojedinaca te poticanje razvoja civilnog društva.","GRAĐANI – OPĆA POPULACIJA, JEDNO RODITELJSKE OBITELJI, MLADI - OPĆA POPULACIJA, OBITELJI, OSOBE KOJE BOLUJU OD KRONIČNIH BOLESTI, OSOBE S PSIHO-SOCIJALNIM TEŠKOĆAMA, OSOBE U RIZIKU OD SIROMAŠTVA I SIROMAŠNE OSOBE, UDRUGE I GRAĐANSKE INICIJATIVE","[""8.3. Međunarodna prijateljstva"", ""11.2.1. Savjetovanje i pomaganje"", ""7.5.4. Zaštita obitelji"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""2.2. Promicanje nenasilja i izgradnja mira"", ""3.2.2. Poticanje osobnog razvoja"", ""11.2.3. Psihosocijalna podrška"", ""7.5.6. Zaštita prava mladih"", ""11.1.5. Pomoć i podrška osobama u riziku od siromaštva i socijalne isključenosti"", ""8.1.4. Ljudska prava"", ""11.2.11. Stručna pomoć i podrška"", ""2.12. Razvoj civilnoga društva"", ""7.5.5. Zaštita prava djece"", ""11.3.3. Poboljšanje kvalitete života i zdravlja socijalno isključenih"", ""11.2.10. Prevencija ovisnosti"", ""14.1.3. Prevencija i zaštita mentalnog zdravlja"", ""11.1.7. Pomoć i podrška obitelji"", ""14.1.4. Stvaranje uvjeta za što kvalitetniji život oboljelih od kroničnih bolesti"", ""2.1. Obrazovanje za demokratsko građanstvo"", ""11.2.9. Prevencija nasilja"", ""8.1.9. Unapređenje zdravlja"", ""11.3.2. Psihosocijalna pomoć u kriznim situacijama"", ""7.5.11. Zaštita prava pacijenata"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""8.1.3. Mir i sigurnost""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=62615,"[""datagovhr:registar-udruga""]"
351,podhumske-zrtve-jelenje-0897,PODHUMSKE ŽRTVE,Podhumske Žrtve,PŽ,registar-udruga,57566,08003654,64582910897,AKTIVAN,,2012-07-17,2012-06-06,UDRUGA,molitvena,niska,2.5,"[""opis:liturgija"", ""opis:svetac"", ""opis:duhovnost""]","Jelenje 25, Jelenje",Jelenje,25,Jelenje,Jelenje,Jelenje,Primorsko-goranska,51218,,45.3865452,14.45172945,dgu-adresa,Riječka Nadbiskupija,derivirano-crkve.domovina.ai,animi@vip.hr,,091-5534-214,+385915534214,,Josip Pilčić,Dopredsjednik,"- čuvanje i njegovanje uspomene na podhumske žrtve ubijene 12. srpnja 1942., istine o njihovu stradanju te suradnja sa inicijativama u Republici Hrvatskoj i inozemstvu radi očuvanja i njegovanja uspomene na sve hrvatske žrtve totalitarnih sustava 20. stoljeća.","GRAĐANI – OPĆA POPULACIJA, ŽRTVE I SVJEDOCI RATNIH ZLOČINA","[""1.3.2. Zaštita interesa sudionika i stradalnika II. svjetskog rata i poslijeratnog razdoblja"", ""1.3.3. Ostale djelatnosti sudionika i stradalnika II. svjetskog rata i poraća""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=56510,"[""datagovhr:registar-udruga""]"
844,put-istina-i-zivot-udruga-za-promicanje-i-obnavljanje-zdravlja-prirodnim-putem-karlovac-6740,"PUT, ISTINA I ŽIVOT - Udruga za promicanje i obnavljanje zdravlja prirodnim putem","PUT, ISTINA I ŽIVOT - Udruga za promicanje i obnavljanje zdravlja prirodnim putem",PUT ISTINA I ŽIVOT,registar-udruga,217306,04001610,42297266740,BRISAN,2024-01-02,2019-04-08,2019-02-19,UDRUGA,karitativna,niska,2.5,"[""opis:krscanski"", ""opis:duhovnost"", ""djelatnost:3.2.2."", ""djelatnost:3.2.1.""]","Banija 32, Karlovac",Banija,32,Karlovac,Karlovac,Karlovac,Karlovačka,47000,,45.50062645,15.54992806,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,ninostekovic@gmail.com,,099-313-2864,+385993132864,,Jelena Steković,Dopredsjednica,"promicanje razvitka i unapređenja tjelesnog, mentalnog i duhovnog zdravlja svih članova, pružajući stručnu, savjetodavnu, edukativnu i humanu pomoć; poticanje organskog vrtlarstva; očuvanje okoliša i planete Zemlje, te poticanje na korištenje obnovljivih izvora energije i izgradnja niskoenergetskih kuća radi suživota s istomišljenicima; promicanje zdravih biblijskih vrednota; suradnja sa sličnim udrugama, organizacijama i udruženjima građana iz zemlje i inozemstva.","GRAĐANI – OPĆA POPULACIJA, OSOBE KOJE BOLUJU OD KRONIČNIH BOLESTI, OSOBE KOJE BOLUJU OD MALIGNIH BOLESTI","[""14.1.3. Prevencija i zaštita mentalnog zdravlja"", ""4.5.3. Ratarstvo"", ""3.2.2. Poticanje osobnog razvoja"", ""15.3. Energetska učinkovitost i obnovljivi izvori energije"", ""14.1.5. Unapređenje i zaštita zdravlja osoba oboljelih od malignih bolesti"", ""14.1.7. Zaštita i prevencija bolesti reproduktivnog sustava"", ""3.2.1. Promicanje duhovnih aktivnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=55894,"[""datagovhr:registar-udruga""]"
279,pjevacko-drustvo-mladih-trinitas-ludbreg-3395,"Pjevačko društvo mladih ""TRINITAS""Ludbreg","Pjevačko društvo mladih ""TRINITAS""Ludbreg",,registar-udruga,17292,05000386,55214203395,AKTIVAN,,1998-02-13,1995-12-17,UDRUGA,glazba,niska,2.5,"[""opis:krscanski"", ""opis:duhovnost"", ""djelatnost:3.2.1.""]","Trg Svetoga Trojstva 16, Ludbreg",Trg Svetoga Trojstva,16,Ludbreg,Ludbreg,Ludbreg,Varaždinska,42230,,46.25071658,16.61991362,dgu-adresa,Varaždinska Biskupija,derivirano-crkve.domovina.ai,trinitas.ludbreg@gmail.com,,091-7279-622,+385917279622,,Filip Havaić,Predsjednik,"promicanje, razvijanje i unapređivanje kršćanske vjere i glazbe","DAROVITA DJECA I MLADI, DJECA - OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA","[""3.2.1. Promicanje duhovnih aktivnosti"", ""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=55501,"[""datagovhr:registar-udruga""]"
222,radio-klub-zeljko-vidovic-roky-nova-kapela-5825,"RADIO KLUB ""ŽELJKO VIDOVIĆ - ROKY"" NOVA KAPELA","Radio Klub ""Željko Vidović - Roky"" Nova Kapela","RK ""Ž.VIDOVIĆ-ROKI""",registar-udruga,12751,12000176,49618335825,AKTIVAN,,1998-02-13,1993-11-28,UDRUGA,mediji,niska,2.5,"[""naziv:crkva"", ""opis:duhovnost""]","Vladimira Nazora 2, Nova Kapela",Vladimira Nazora,2,Nova Kapela,Nova Kapela,Nova Kapela,Brodsko-posavska,35410,,45.19821722,17.64520101,dgu-adresa,Požeška Biskupija,derivirano-crkve.domovina.ai,radioklub9a1cgk@net.hr,,035 384 749,+38535384749,,Danijel Brkić,Predsjednik Kluba,"•	zaštita i promicanje prava čovjeka na slobodno interesno udruživanje u tehničkoj kulturi iz područja komunikacijske tehnike, prava čovjeka na razvitak i osobnosti, razvitak i promidžba tehničke kulture, a osobito iz područja amaterskih komunikacijskih tehnika.
•	razvitak i promicanje vlastitih djelatnosti, osposobljavanja i unapređivanja rada članova, te     zaštita interesa i uvjerenja svojih članova u savezima i zajednicama udruga i kod ovlaštenih državnih tijela,
•	obuhvat što većeg broja građana, a posebice djece i mladeži djelovanjem u amaterskim komunikacijskim tehnikama, 
•	unapređivanje stručnog rada i promidžba istraživanja i novina iz područja amaterskih komunikacijskih tehnika, 
•	njegovanje zajedničkog duha i vrijednosti duha  amaterskih radijskih komunikacija, humanosti, međusobnog poštivanja te suradnje i prijateljstva među ljudima neovisno o njihovoj političkoj, nacionalnoj i vjerskoj pripadnosti i svjetonazoru,
•	poticanje domoljublja kod svih članova, a naročito kod mladeži,
•	sudjelovanje u humanitarnim, ekološkim i drugim akcijama, te pružanje nesebične pomoći u prirodnim, tehnološkim i ostalim nesrećama.","DJECA DO 14 GODINA, DJECA OD 14 DO 18 GODINA, GRAĐANI – OPĆA POPULACIJA","[""2.4.1. TEHNIČKA RADIO-AMATERSKA DJELATNOST""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=5660,"[""datagovhr:registar-udruga""]"
